symbol,report_year,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20
600838,2021,-5.279092,0.922313,-0.454206,-0.112515,0.161519,0.056081,0.068234,-0.129592,-0.051017,-0.05597,0.108412,-0.020487,0.017823,-0.02808,-0.064093,0.016932,0.010109,-0.042544,0.012322,-0.000111
600839,2021,-1.502431,-0.403704,0.314194,0.094384,-0.06889,-0.067059,-0.238272,-0.028216,0.120662,0.044319,-0.047688,0.024721,0.02503,-0.049059,0.027154,0.079756,0.013883,0.048363,0.122045,0.039219
600841,2021,-2.308622,-0.18717,0.155393,0.222198,0.073956,0.231213,-0.069282,-0.09421,-0.028479,-0.004054,-0.059493,0.045429,0.067058,-0.008076,0.035244,-0.015987,-0.011359,0.030397,0.007416,-0.020815
600843,2021,3.562786,-0.584576,0.102035,-0.246227,-0.10649,-0.165256,0.113947,-0.027972,-0.051806,0.062802,-0.052886,0.071484,0.097159,-0.054361,-0.069247,0.005512,-0.04362,0.0092,0.040512,-0.075128
600844,2021,2.26121,-0.852793,0.320669,0.240191,0.344776,0.229808,0.128797,0.001148,0.185642,0.031263,-0.080622,-0.116977,0.080386,0.048287,0.011389,-0.010283,0.054949,0.078239,-0.006853,0.026318
600845,2021,-1.110426,-0.332126,0.253239,0.06803,-0.269366,-0.007459,-0.101879,0.058098,0.098557,0.033956,0.011359,0.057776,-0.09697,0.034532,0.015174,0.00646,-0.02955,-0.021555,0.051228,0.065247
600846,2021,-2.050356,-0.188578,0.186087,0.032416,-0.264307,-0.219491,-0.109598,0.238676,-0.076621,-0.007344,0.017805,0.137229,-0.052716,-0.002919,-0.001514,-0.01439,0.020186,-0.002248,-0.044917,-0.003428
600847,2021,2.038393,-0.351003,0.178746,-0.063401,-0.441145,0.16706,0.114376,-0.015888,0.033837,-0.138335,0.21071,-0.100472,-0.079955,0.058189,0.025287,0.021991,0.034458,0.037601,-0.087765,0.059141
600848,2021,-3.430226,0.234797,-0.050064,0.044716,-0.073898,0.195928,-0.194973,-0.153675,0.063929,-0.131825,0.043229,0.023591,0.092109,-0.017011,-0.060295,0.020819,-0.005443,-0.010847,0.078593,-0.016446
600850,2021,-3.737522,0.270611,-0.070408,0.018391,-0.031904,-0.143578,-0.141293,0.125206,-0.028974,-0.156955,-0.023931,-0.003199,-0.029257,0.007485,-0.038691,-0.020599,-0.071647,0.094329,0.041932,0.00164
600851,2021,-1.653108,-0.304754,0.236625,0.123275,-0.09375,0.034805,-0.158614,0.005162,0.037283,-0.014327,-0.005931,-0.000954,-0.02995,0.075125,-0.054017,0.00786,0.051781,0.009187,0.00743,0.02277
600853,2021,-6.729398,1.655621,-0.997529,-0.453315,-0.052266,-0.097513,0.315525,0.090586,0.245655,0.01245,0.02854,-0.061808,-0.072463,0.139285,-0.052119,-0.082267,-0.087328,-0.007986,-0.053612,-0.014336
600854,2021,-4.743882,0.580466,-0.277567,0.018845,0.270538,-0.023812,-0.014442,-0.049593,-0.155318,-0.067295,0.037082,-0.002121,0.040394,-0.017679,-0.00824,-0.030548,0.036924,-0.04592,0.032257,-0.018283
600855,2021,4.00198,-0.483288,0.048824,-0.154227,0.144317,-0.253662,0.137405,0.021332,-0.203716,-0.144361,0.148367,-0.065508,0.189935,0.037738,0.083871,0.028381,-0.012154,-0.062644,-0.014968,0.072543
600857,2021,2.738588,-0.446589,0.147138,0.01516,-0.151769,0.135736,0.178012,0.044187,0.106422,-0.061193,0.091735,-0.049986,-0.117286,0.002301,0.03094,-0.028519,-0.038219,0.035328,-0.036895,0.036305
600858,2021,9.457068,1.76003,-1.275186,-0.164331,0.124804,0.173912,-0.483776,-0.138932,-0.123915,0.046958,-0.032263,-0.056933,-0.174002,0.150102,0.130787,0.021967,0.03428,0.064178,-0.02517,-0.004981
600859,2021,-0.645998,-0.355042,0.30845,-0.005443,-0.358664,-0.213921,-0.001897,0.180965,-0.173464,-0.056569,0.1077,0.000132,0.015366,0.016778,0.053927,0.06962,-0.076947,0.047655,0.036537,-0.006183
600861,2021,4.1414,-0.437079,0.047995,-0.046612,0.184158,-0.097692,0.141166,0.021289,0.017085,-0.127545,0.196306,0.000633,0.032896,-0.042916,0.00572,0.050531,-0.000489,0.121482,-0.057235,0.010087
600862,2021,-2.756483,0.145864,-0.006125,-0.017613,-0.392175,0.010755,-0.104353,0.10531,0.025742,-0.111316,0.039557,0.042804,-0.066301,0.081331,-0.045787,-0.008418,0.008255,-0.016868,0.000982,0.05695
600863,2021,-5.97382,1.069464,-0.628109,-0.225004,0.064344,-0.220113,-0.02921,0.149701,0.108525,-0.142326,-0.050616,-0.064199,0.041415,0.033497,-0.032421,-0.075233,-0.036831,0.019731,-0.008797,-0.024646
600864,2021,-1.72212,-0.320227,0.235424,0.119057,-0.094193,0.082797,-0.174516,-0.037883,0.075762,0.022819,-0.015033,0.055482,-0.002412,0.012829,-0.013467,-7.4e-05,0.07566,-0.029277,0.026952,0.01412
600865,2021,-5.687236,0.980595,-0.529156,-0.157235,0.198273,-0.181718,-0.009958,0.053306,0.004833,-0.083616,0.058295,-0.040975,-0.000399,0.001711,-0.067646,-0.032895,0.016124,-0.046378,0.026874,-0.013004
600866,2021,-0.08398,-0.383605,0.286973,0.157054,-0.286029,0.143371,0.061937,0.104405,0.050766,-0.052634,0.180261,0.106462,-0.019398,0.020008,0.09768,0.029176,-0.01869,0.049545,-0.038431,0.026079
600867,2021,-3.298735,0.108642,0.010429,0.068629,-0.047975,-0.029256,-0.231928,0.012267,0.063771,-0.076384,-0.050622,0.036449,-0.000343,-0.011088,-0.031919,-0.003484,8.6e-05,0.029798,0.030087,0.011677
600868,2021,-5.318644,0.873198,-0.422065,-0.044582,0.361021,-0.047046,0.327986,-0.002202,-0.296958,0.162886,0.019445,0.055235,-0.110901,-0.073753,0.034806,0.013369,0.057731,0.038882,0.037122,0.021544
600869,2021,-0.381324,-0.402598,0.275162,0.008112,-0.442404,-0.021471,-0.031998,0.108585,0.064154,0.05369,0.054467,0.115539,-0.061265,0.011381,0.052138,0.009126,0.01396,-0.056779,-0.03572,0.016956
600871,2021,5.194087,-0.021754,-0.285651,-0.399564,-0.287241,-0.065916,0.131207,-0.111554,-0.210615,-0.129375,-0.047445,-0.035905,0.152505,-0.005426,-0.035958,0.023942,0.054203,0.00758,-0.046156,-0.028712
600872,2021,-1.385813,-0.310329,0.268575,0.205613,-0.067589,-0.04742,-0.038163,0.15603,-0.128733,-0.156679,0.264568,0.143169,0.029732,0.045958,0.095855,-0.030169,0.031301,0.02151,-0.036127,-0.030189
600873,2021,-1.751225,-0.407969,0.241649,0.268477,0.144848,0.006634,-0.049572,0.132974,-0.011032,0.122602,-0.136114,0.132326,0.013897,0.001215,0.106243,-0.041787,-0.005412,0.029559,0.001917,-0.006558
600874,2021,0.628927,-0.365051,0.254614,-0.026344,-0.536018,0.06952,0.010516,0.057708,0.03789,-0.127141,0.313781,0.072127,-0.043067,0.029394,0.002673,-0.002992,0.063127,0.020385,-0.001615,-0.040026
600876,2021,-7.275934,1.808427,-1.118545,-0.520437,0.005952,-0.203559,0.221676,0.09626,0.331621,0.015933,0.049703,-0.117523,0.059598,0.110224,-0.006148,-0.030314,-0.006202,-0.046099,-0.022972,-0.019361
600877,2021,-3.315398,0.350818,-0.153063,0.159121,0.056639,0.458722,0.425298,-0.032756,-0.281643,0.109349,-0.065194,0.113806,-0.067664,0.045405,-0.013041,-0.038514,-0.037362,0.051801,0.032038,0.01927
600879,2021,-4.07466,0.564874,-0.36294,-0.177536,-0.498728,0.021571,-0.075291,0.144473,0.201757,-0.070572,-0.173672,0.050474,-0.030486,0.071241,0.015868,-0.034214,-0.13812,-0.048297,0.059381,0.125991
600880,2021,-1.184621,-0.453,0.300324,0.236123,0.19258,0.100758,-0.0254,-0.03832,-0.053991,-0.003288,0.045997,-0.022784,0.01662,0.061335,0.035781,-0.024773,-0.030379,-0.03652,0.02132,0.001742
600881,2021,-4.208016,0.526915,-0.312917,-0.128382,-0.292719,-0.038067,-0.092943,0.153089,0.150622,-0.104792,-0.110284,0.052116,-0.072972,0.08136,-0.055309,-0.082216,-0.10368,-0.001202,0.071527,0.060495
600882,2021,0.98702,-0.528522,0.300708,-0.13037,-0.41995,-0.088302,0.062273,0.036491,-0.048524,0.084988,-0.075857,-0.071608,-0.01747,0.005242,0.01128,0.061693,-0.081153,0.054604,0.02652,-0.027527
600883,2021,-2.894132,0.005574,0.068525,0.161565,0.07196,0.096072,-0.132698,-0.059274,-0.064347,-0.102537,-0.007657,-0.022387,0.06873,0.043864,0.006454,-0.00348,0.003969,0.000273,-0.012733,0.008502
600884,2021,4.72431,-0.415897,-0.082652,-0.292825,0.171999,-0.254081,0.149483,-0.102331,-0.161407,0.02982,-0.040488,0.017855,0.155729,-0.031582,-0.099238,0.061009,-0.061165,0.004743,-0.006109,-0.061058
600885,2021,0.15485,-0.641043,0.372039,0.047019,-0.135104,0.005889,-0.110547,-0.056738,0.106899,0.105097,-0.022193,-0.001722,0.015874,0.008455,-0.03026,0.042201,0.078522,-0.0045,0.046674,-0.016393
600886,2021,7.81062,1.944539,-1.131983,-0.567298,-1.568921,0.722558,-0.081178,-0.271632,-0.375451,-0.175727,-0.291959,-0.115534,0.348636,0.021412,0.204585,0.121137,0.346251,0.109704,-0.031054,0.03122
600887,2021,6.903034,0.174581,-0.566358,-0.365804,0.310684,-0.102872,-0.054364,-0.154869,-0.022725,-0.013527,-0.185261,0.033394,-0.010552,0.004226,-0.061255,-0.04873,-0.033158,-0.000917,-0.00477,-0.021909
600888,2021,2.632014,-0.543971,0.218952,-0.099527,-0.14878,-0.132582,0.104849,0.026486,-0.097537,-0.088422,0.15871,-0.091045,0.029208,0.041319,0.02656,0.013387,0.044874,0.006295,-0.057081,0.003654
600889,2021,9.139117,1.300501,-1.150064,-0.119268,0.485983,0.041336,-0.37158,-0.02307,-0.018105,0.026903,0.004943,0.109458,-0.112639,0.114733,0.090971,0.007783,-0.051136,-0.050813,0.060775,0.033929
600892,2021,-1.952845,-0.33231,0.272988,0.17573,0.089182,0.003189,-0.236068,-0.068959,0.063094,0.031677,-0.025715,0.037961,0.032875,-0.051455,-0.010733,0.032342,0.083104,0.044012,0.027274,-0.036736
600893,2021,-5.748442,1.032887,-0.521328,-0.145413,0.252778,-0.181701,-0.009357,-0.000113,-0.031279,-0.073565,0.101583,-0.051752,0.007812,-0.036847,-0.030927,-0.00969,0.073758,-0.05256,0.017439,-0.003779
600894,2021,2.048875,-0.528242,0.225236,-0.152563,-0.308193,-0.059154,0.026601,-0.066636,0.06197,0.038961,-0.018118,-0.059415,0.051967,-0.063948,0.125906,0.049877,-0.099674,-0.039847,0.1033,0.056879
600895,2021,-6.022218,1.172391,-0.607426,-0.203628,0.245314,-0.115484,0.061202,-0.045064,-0.00934,-0.078926,0.119233,-0.065843,0.043954,-0.040598,-0.056927,0.01363,0.032515,-0.009173,0.040305,-0.023871
600897,2021,0.314259,-0.669088,0.374899,-0.050444,-0.113854,-0.324631,0.053568,0.152592,-0.191927,0.127556,-0.08335,-0.050816,-0.002747,0.040151,0.021027,0.005466,-0.101048,-0.05082,-0.023856,-0.027639
600900,2021,-2.237684,-0.144371,0.125458,0.049544,-0.249353,-0.043704,-0.188706,0.121472,0.098892,-0.015437,-0.013972,0.134782,-0.055659,0.014636,-0.020134,-0.048904,0.026881,-0.024581,0.066331,0.025555
600901,2021,-3.332483,0.280365,-0.079427,0.112521,0.039815,0.308149,0.053526,-0.178065,-0.131868,-0.125069,0.096942,-0.034433,0.047737,0.047891,-0.040365,0.005001,-0.03923,-0.028438,-0.032382,-0.006844
600903,2021,-4.030735,0.380995,-0.093448,0.166567,0.229629,0.191215,-0.104154,-0.198999,-0.044213,-0.080649,0.043386,0.088,0.160069,-0.200635,0.101152,0.058753,-0.168294,0.027782,-0.09112,-0.093375
600905,2021,-7.291715,1.68438,-0.93575,-0.388708,0.353177,-0.405835,0.215726,0.115874,0.101751,0.116726,0.108306,-0.101062,-0.019736,-0.08897,0.081915,0.039086,0.122348,-0.017123,0.001586,-0.034723
600906,2021,0.444619,-0.317618,0.282626,-0.055369,-0.510605,-0.158431,0.077389,0.132223,-0.194487,-0.153536,0.273281,-0.090319,-0.001663,0.075474,0.103917,0.069701,0.055087,0.035921,-0.051193,0.0273
600908,2021,-2.20689,-0.276875,0.227834,0.204813,0.212104,-0.103676,-0.149804,0.036271,-0.101167,-0.052809,0.027949,-0.00542,-0.018612,0.052241,0.010707,-0.018152,0.005605,-0.008076,0.039923,-0.001181
600909,2021,-0.344131,-0.531872,0.336204,0.125986,-0.087452,0.074989,-0.088116,-0.0207,0.079237,-0.009521,0.111253,0.010525,-0.023442,0.053616,-0.034251,-0.011402,0.062262,0.014014,0.025083,-0.037769
600916,2021,-4.356533,0.557762,-0.262353,-0.045884,-0.067816,-0.072776,-0.111757,0.093863,0.038242,-0.156331,0.011356,0.012266,-0.071526,0.058921,-0.083605,-0.056377,-0.054643,0.010107,-0.003352,0.007518
600917,2021,-4.690546,0.644197,-0.305112,-0.055399,0.057929,0.037948,-0.119058,-0.084028,0.03209,-0.137083,0.04425,-0.012372,0.060608,-0.017186,-0.07208,0.000606,-0.007015,-0.031113,0.051356,-0.005796
600918,2021,3.09439,-0.734001,0.235678,-0.099917,0.275633,-0.324705,0.098204,-0.000771,-0.137731,-0.025789,0.095451,-0.1074,0.093253,0.043583,0.008581,0.020311,-0.054212,-0.009235,0.015703,-0.007244
600927,2021,1.491988,-0.711682,0.342232,0.065551,0.063739,-0.063462,0.034348,0.001644,0.073705,0.033527,0.047375,-0.083099,-0.014131,0.063107,-0.011593,0.030736,-0.00683,0.036133,0.035135,0.038853
600929,2021,3.5353,-0.627946,0.118725,-0.141138,0.181478,-0.187739,0.091542,-0.088735,0.064508,0.069551,0.000793,0.01453,0.023229,-0.047283,-0.027934,-0.009156,-0.072886,-0.098232,0.116692,-0.004481
600933,2021,-1.49752,0.036139,0.031136,-0.139824,-0.817545,0.269475,-0.030437,0.003488,0.24579,0.061888,-0.1589,0.014434,-0.126325,0.02597,0.012919,0.021011,-0.083561,-0.048606,0.078197,0.123061
600935,2021,-3.927257,0.301236,-0.11305,0.120671,0.142349,0.068464,-0.070273,-0.023336,-0.048465,-0.047367,-0.006299,0.139124,0.033188,-0.050715,0.007987,-0.061123,-0.046636,0.00213,-0.004468,-0.065579
600936,2021,-2.330511,-0.272562,0.22119,0.277477,0.437988,-0.06292,0.002218,0.03174,-0.234968,0.03922,-0.010083,-0.015375,-0.063555,0.030469,0.024883,-0.04505,-0.026427,-0.034462,0.032124,-0.039831
600939,2021,1.015794,-0.599201,0.315224,-0.121903,-0.318591,-0.160579,0.044304,0.06237,-0.056214,0.081665,-0.056679,-0.071365,-0.004081,-0.000234,0.040091,0.020188,-0.090979,-0.021495,0.059126,-0.010867
600941,2021,1.500148,-0.844257,0.378611,0.029577,0.181831,-0.136574,0.03521,-0.028616,0.044389,0.188828,-0.089738,-0.094913,-0.017532,0.041061,-0.145777,0.008382,0.077486,-0.009275,-0.022184,-0.048341
600955,2021,3.421602,-0.432714,0.073891,-0.159206,-0.129252,-0.089016,0.139411,0.021468,-0.018704,-0.042452,-0.01645,-0.104653,-0.026522,-0.008243,0.07267,-0.043134,-0.07187,-0.076983,-0.038782,0.051087
600958,2021,2.554579,-0.744757,0.299254,-0.034089,0.241591,-0.257886,0.094481,0.005978,-0.108657,-0.000167,0.082778,-0.14057,0.060144,0.067142,-0.012916,0.047388,-0.066753,0.008103,0.003492,0.005815
600959,2021,-3.187069,0.214417,-0.057065,0.184206,0.150109,0.305646,0.242585,-0.059261,-0.247049,-0.006276,0.026921,0.022983,-0.061545,0.059175,-0.011819,-0.050352,-0.039561,0.003731,-0.022539,-0.012471
600960,2021,-0.075219,-0.418051,0.289019,-0.120614,-0.438834,-0.20731,0.126187,0.178599,-0.240503,0.036477,-0.079413,-0.071631,0.018716,0.050208,-0.004382,0.062228,-0.150692,0.030647,0.006986,-0.006561
600961,2021,-3.064611,0.14018,0.000886,0.109863,0.009408,0.253333,-0.118878,-0.201035,-0.011617,-0.12091,0.048166,-0.046461,0.077083,0.024449,-0.051524,0.036781,-0.051878,-0.008057,0.012573,-0.010083
600962,2021,-3.73743,0.361126,-0.151272,-0.024527,-0.172084,0.023628,-0.171131,0.01876,0.110744,-0.119011,-0.019661,0.021425,-0.007039,0.024026,-0.066837,-0.015459,-0.037931,0.000507,0.036774,0.041056
600963,2021,-0.818183,-0.478633,0.296385,0.141083,-0.073841,0.107327,-0.08309,-0.02895,0.073248,0.027966,-0.036022,-0.033535,-0.024669,0.056229,0.031296,0.008246,0.009912,0.008639,0.044949,0.057651
600965,2021,-2.638947,-0.009219,0.109012,0.097261,-0.106282,0.093064,-0.179747,-0.040681,0.00323,-0.149873,0.07667,0.027794,0.032816,0.022109,-0.058019,0.016833,-0.018836,0.044816,0.026469,-0.036805
600966,2021,-1.727878,-0.307304,0.222771,0.195193,-0.020642,0.137876,-0.084028,-0.002916,-0.0098,-0.047755,0.020578,0.06648,0.028242,0.037135,0.031451,-0.032168,-0.019912,0.009541,0.030052,-0.003074
600968,2021,-6.013151,1.219046,-0.635748,-0.228754,0.227896,-0.103992,0.178903,-0.038525,-0.04949,0.04405,0.109351,-0.015348,-0.052326,-0.051935,-0.039252,0.016316,0.055464,-0.027977,0.045557,0.014788
600969,2021,-5.804626,1.071309,-0.5436,-0.128485,0.347317,-0.150018,0.261736,0.029941,-0.194836,0.140442,0.037326,0.031931,-0.10076,-0.09334,0.035169,0.020513,0.069399,0.033472,0.027172,0.010594
600970,2021,2.577031,-0.55788,0.211523,-0.163871,-0.224161,-0.116552,0.058003,-0.059849,0.000883,0.04018,-0.012694,-0.051573,0.050278,-0.073361,0.050973,0.062337,-0.067247,0.022988,0.057498,-0.009824
600971,2021,2.070774,-0.744942,0.327899,0.094136,0.131506,-0.047261,0.024955,-0.033204,0.008781,-0.062382,0.16448,-0.05017,0.224321,0.038254,0.115699,0.088164,0.053397,0.006851,0.104488,0.103907
600973,2021,-1.032555,-0.300364,0.216629,0.044265,-0.345848,0.135762,-0.110956,-0.046723,0.155911,0.071251,-0.048104,0.00628,-0.013191,0.011432,0.055269,0.036185,-0.002689,-0.077875,0.024415,0.082166
600975,2021,-0.674152,-0.491827,0.329141,0.035755,-0.204905,-0.175001,-0.103373,0.12241,0.020398,0.063661,-0.026597,0.032221,-0.049607,0.005692,0.065085,0.007599,-0.036283,-0.028563,0.008966,0.03249
600976,2021,-2.060695,-0.063204,0.096098,0.079934,-0.246644,0.047118,0.006411,0.127963,-0.031186,-0.044075,0.116817,0.123664,-0.153084,0.0862,0.000622,-0.063356,-0.044742,-0.032607,-0.013226,0.016388
600977,2021,5.595208,-0.022585,-0.345012,-0.419135,-0.125798,-0.072265,0.101576,-0.139401,-0.127649,-0.00261,-0.164322,0.014806,0.037297,-0.025207,-0.056547,-0.01273,-0.025874,-0.039865,0.008767,-0.012431
600979,2021,-2.996466,-0.037238,0.087728,0.169922,0.187678,0.064918,-0.135125,-0.096492,-0.069967,-0.028444,-0.017616,0.025344,0.053141,-0.016604,0.017738,-0.008045,-0.023625,-0.048949,0.046452,-0.02196
600980,2021,-1.539667,-0.40519,0.299912,0.122853,-0.037267,0.044307,-0.248,-0.096819,0.135918,0.032948,-0.037189,0.01087,0.043751,-0.021013,-0.022406,0.072659,0.081158,0.039495,0.095074,0.008768
600981,2021,-0.503049,-0.598858,0.388211,0.084919,-0.011345,-0.265178,-0.061378,0.140905,-0.122146,0.068364,0.000335,-0.021456,-0.058037,0.035097,-0.002153,0.012291,-0.009326,0.000706,-0.055128,-0.033275
600982,2021,-3.026226,0.02978,0.097387,0.224176,0.20751,0.174945,-0.138306,-0.178589,-0.060867,-0.049447,0.035912,0.034582,0.071623,-0.115116,0.081049,0.012955,-0.04419,-0.021992,-0.091817,-0.064041
600983,2021,5.45534,-0.049664,-0.267925,-0.195434,0.101431,0.006827,0.069765,-0.05459,0.027996,-0.155406,0.024337,-0.103527,-0.113912,-0.005894,-0.00058,-0.014919,0.014115,0.079447,-0.10193,0.061684
600984,2021,-3.797558,0.426245,-0.179031,0.053986,-0.020759,0.280237,-0.015421,-0.164903,-0.020055,-0.12811,0.042729,-0.0127,0.071136,0.01232,-0.029267,0.029848,-0.156988,-0.004749,-0.032508,-0.027171
600985,2021,-0.017559,-0.421808,0.308954,0.030861,-0.297178,-0.124827,-0.01177,0.102875,-0.049364,-0.043908,0.246514,0.084706,0.000951,0.024633,0.055509,0.020446,0.003267,-0.05499,0.050618,0.022122
600986,2021,-1.213638,-0.573668,0.373433,0.243019,0.34297,-0.129841,-0.107033,0.020767,-0.080475,0.057468,-0.042122,-0.056,0.002785,0.0454,0.015672,0.008699,0.003426,0.002991,0.013242,0.01494
600987,2021,-3.141241,-0.127077,0.179297,0.190446,0.259636,-0.347922,-0.289259,0.162929,0.01076,0.063515,-0.218977,0.151872,0.035468,-0.230883,0.2013,0.014925,-0.077172,0.090865,-0.059463,-0.032967
600988,2021,6.120218,0.328941,-0.507438,-0.550811,-0.588756,0.126606,0.062435,-0.162703,-0.124197,-0.068663,-0.194921,0.068754,0.136421,-0.088953,0.027563,0.017268,0.092574,0.00243,-0.038258,-0.015827
600989,2021,2.160269,-0.700201,0.308854,-0.078967,0.038266,-0.268078,0.071162,-0.008521,-0.106079,0.052213,0.047919,-0.098722,0.05271,0.004242,-0.026705,0.069452,-0.039609,0.057734,-0.020952,-0.04772
600990,2021,-0.336253,-0.268633,0.203238,-0.038275,-0.591609,0.101978,0.002258,0.100379,0.157281,0.091001,0.017244,0.093843,-0.17985,-0.005422,0.014815,-0.056315,0.031616,-0.061023,-0.013361,0.027827
600992,2021,0.358279,-0.323656,0.208032,0.22094,-0.275595,0.412408,0.282076,0.135466,-0.019087,-0.144935,0.224536,0.048439,-0.088446,0.110087,0.071699,-0.081199,-0.056332,0.04289,-0.078767,-0.021021
600993,2021,6.380061,0.204287,-0.477955,-0.252131,0.104449,0.003066,-0.037084,-0.124196,0.076527,-0.125692,0.099345,0.048877,-0.124932,-0.078737,0.026347,-0.009062,0.062088,0.054873,-0.004774,0.030189
600995,2021,-3.281116,0.027442,-0.00183,0.016353,-0.088374,-0.206291,-0.171033,0.194655,-0.020693,0.010065,-0.189474,0.02918,-0.10611,0.021636,-0.058231,-0.058506,-0.00554,0.010552,-0.023969,0.029411
600996,2021,-2.071402,-0.148129,0.159906,0.130782,-0.113642,0.128599,-0.158469,-0.07666,0.059201,-0.04645,0.01634,0.022807,0.030228,0.008672,0.042898,0.03661,-0.011672,0.000253,0.014665,0.03028
600997,2021,-1.383959,-0.435176,0.325941,0.231668,0.150872,-0.018357,-0.096057,0.01533,-0.092647,-0.052307,0.095965,0.025699,0.054154,0.031627,0.072455,0.013261,-0.016735,0.031325,-0.016568,-0.011984
600998,2021,0.707602,-0.684528,0.346388,-0.040053,-0.072744,-0.175315,0.03948,0.027326,-0.023626,0.191165,-0.110524,-0.089359,-0.093073,0.077276,-0.141593,0.022011,-0.021025,-0.054934,0.001928,-0.019469
600999,2021,2.108859,-0.729292,0.321644,-0.090619,-0.006792,-0.196113,0.072562,0.012237,-0.095265,0.029805,0.029089,-0.139117,0.018934,0.084308,-0.062281,0.037748,-0.007436,0.034404,0.002013,-0.024408
601000,2021,-1.169035,-0.392573,0.289962,0.052972,-0.246458,-0.112592,-0.142499,0.094133,-0.01196,-0.02426,0.063452,0.087545,0.045094,0.018566,0.05221,0.046122,-0.013174,-0.008507,0.078858,0.02917
601001,2021,-0.857537,-0.304897,0.242464,-0.017638,-0.485538,-0.019941,-0.071262,0.114839,0.005093,-0.043021,0.096069,0.064673,-0.062797,0.078274,0.003055,0.004978,0.002903,-0.018914,0.073877,0.020261
601002,2021,-3.66589,0.443954,-0.148692,0.015503,0.015118,0.10579,0.076487,-0.059455,-0.151412,-0.073428,0.15262,-0.000569,-0.125396,0.038355,-0.039125,0.001072,-0.053626,-0.071027,0.010944,0.052209
601003,2021,2.266144,-0.863218,0.343676,0.040499,0.371331,-0.207337,0.033087,-0.036766,0.070831,0.091173,0.039712,-0.07059,0.016494,0.028945,-0.026078,0.031233,-0.046263,0.035597,0.04342,-0.000385
601005,2021,-5.737128,1.03776,-0.576856,-0.17453,0.167649,-0.197712,0.080092,0.100052,-0.023471,-0.035388,0.043107,-0.018643,-0.076762,0.012143,-0.013077,-0.039566,0.000111,-0.020473,0.002207,0.008738
601006,2021,1.962061,-0.750297,0.334258,0.007727,0.103049,-0.113037,0.008411,-0.035442,0.09997,0.056472,0.068453,-0.065297,-0.038106,0.008912,-0.034574,0.023596,-0.014655,0.025751,0.061597,-0.001366
601007,2021,0.05661,-0.634748,0.382146,0.183413,0.068549,0.041392,-0.000362,0.03399,-0.012542,-0.0478,0.118919,-0.028691,0.013114,0.096425,9.4e-05,0.00734,-0.008254,0.060794,0.020705,-0.016858
601008,2021,-4.960312,0.844928,-0.399931,-0.028403,0.219545,0.043002,0.277616,-0.019948,-0.199715,0.113426,0.072624,0.07111,-0.153416,-0.050021,-0.001305,0.012887,-0.03283,0.003009,-0.021224,0.019246
601009,2021,6.137504,0.00307,-0.379234,-0.267418,0.230083,-0.116365,0.050293,-0.073833,-0.119289,-0.147807,0.02868,-0.06795,0.045419,0.08032,-0.004282,0.004985,0.00541,-0.021841,-0.02713,0.068424
601010,2021,-5.45112,0.922872,-0.444912,-0.119771,0.209353,-0.101117,-0.065072,-0.060875,-0.016102,-0.137674,0.109047,-0.05776,0.070734,-0.037082,-0.057594,0.001211,0.046163,-0.035679,0.042472,-0.012355
601011,2021,-3.834297,0.255164,-0.053711,0.045618,0.069339,-0.2419,-0.198633,0.142968,-0.053686,-0.135129,-0.048115,-0.042483,-0.046126,0.020243,-0.036494,-0.005754,0.014217,0.084085,-0.006958,0.026657
601012,2021,10.056588,2.209491,-1.420572,-0.152815,-0.033412,0.202647,-0.54826,-0.201656,-0.176398,0.249035,-0.066384,0.166272,-0.003981,0.101483,0.121014,0.013088,0.019201,0.04335,0.047107,-0.078076
601015,2021,-0.45547,-0.433696,0.313841,0.015851,-0.379415,-0.095642,-0.087528,0.115297,-0.039199,-0.067205,0.136299,0.048761,0.038997,0.045372,0.063223,0.041119,0.013331,-0.025302,0.038017,0.028671
601016,2021,3.389609,-0.48865,0.069159,-0.234029,-0.155205,-0.169275,0.132635,-0.044962,-0.113347,0.011595,0.010145,-0.028104,0.068146,-0.003479,-0.009871,0.001375,-0.079429,-0.089795,0.087512,-0.012864
601018,2021,2.045892,-0.787226,0.317934,0.118126,0.228498,-0.169615,0.116321,0.133388,-0.068208,-0.075673,0.211539,-0.01638,0.091732,0.092519,0.083603,-0.002412,-0.043109,0.04586,0.078474,0.00749
601019,2021,1.705681,-0.555205,0.240088,-0.125997,-0.287067,-0.194207,0.080258,0.040639,-0.095586,0.005222,0.125658,-0.027869,0.038211,0.013324,0.009425,0.015337,0.016883,-0.054506,0.062985,-0.008894
601020,2021,-2.375503,-0.243082,0.138568,0.297283,0.265808,0.148143,0.092834,0.090169,-0.221862,0.043958,-0.107834,0.085511,0.038779,0.092546,0.060386,-0.111025,0.022332,0.004518,0.032909,-0.034422
601021,2021,12.725644,5.555869,-1.262918,1.602412,-0.374316,-0.110395,-0.682338,0.00943,-0.117054,0.665077,0.41004,-0.232738,0.022685,0.132164,-0.012627,-0.194971,-0.275331,0.010784,0.113677,-0.100954
